Current (mA) - Plot 0	Flow (GPM) - Plot 0	Current (mA) - Plot 1	Flow (GPM) - Plot 1	Current (mA) - Plot 2	Flow (GPM) - Plot 2	
-4.2m	179.7m					
-4.2m	179.4m					
-4.2m	180m					
-4.2m	180.5m					
-4.2m	175.9m					
-4.1m	176.3m					
-4.1m	178.4m					
-4.1m	179.3m					
-4.1m	181.5m					
-4.1m	181.2m					
-4.2m	181m					
-4m	180.4m					
-4.1m	180.4m					
-4.1m	176.2m					
-4.1m	176m					
-4.1m	175.8m					
-4.1m	176.4m					
-4.1m	177.5m					
-4m	179.2m					
-4m	179.9m					
-4m	179.7m					
-4m	179.8m					
-4m	180.4m					
-4m	178.9m					
-4m	176.7m					
-4m	179.1m					
-3.9m	179.9m					
-3.9m	182.4m					
-3.9m	183.1m					
-3.9m	182m					
-3.9m	182.4m					
-3.9m	182.9m					
-3.9m	180.4m					
-3.9m	178.3m					
-3.8m	175.7m					
-3.8m	175.3m					
-3.8m	177.3m					
-3.8m	177.6m					
-3.8m	178.9m					
-3.8m	178.3m					
-3.8m	177.7m					
-3.8m	179m					
-3.8m	180.1m					
-3.8m	176.1m					
-3.8m	176.1m					
-3.8m	178.8m					
-3.7m	179.5m					
-3.7m	181.8m					
-3.7m	181.9m					
-3.7m	182m					
-3.7m	182.8m					
-3.7m	182.8m					
-3.7m	180.1m					
-3.6m	179.4m					
-3.7m	177.9m					
-3.7m	179.3m					
-3.6m	180.1m					
-3.6m	181.8m					
-3.6m	182.7m					
-3.6m	180.7m					
-3.6m	180.9m					
-3.6m	181.4m					
-3.6m	179.3m					
-3.6m	176.9m					
-3.6m	178.3m					
-3.6m	179m					
-3.6m	182.2m					
-3.5m	182.6m					
-3.5m	183.5m					
-3.5m	183.8m					
-3.5m	184.3m					
-3.5m	182.7m					
-3.5m	181.9m					
-3.5m	179.9m					
-3.4m	180m					
-3.5m	181.4m					
-3.4m	181.9m					
-3.4m	182.6m					
-3.4m	181.9m					
-3.4m	181.6m					
-3.4m	181.9m					
-3.4m	181.4m					
-3.4m	176.6m					
-3.4m	177.6m					
-3.4m	178.7m					
-3.4m	180m					
-3.4m	180.4m					
-3.4m	181.4m					
-3.4m	181.6m					
-3.3m	181.8m					
-3.3m	181.6m					
-3.3m	181.4m					
-3.3m	180.4m					
-3.3m	179.5m					
-3.3m	182.5m					
-3.3m	183.5m					
-3.2m	185.5m					
-3.2m	185.1m					
-3.2m	184.7m					
-3.2m	185.9m					
-3.2m	186m					
-3.2m	181.2m					
-3.2m	180.5m					
-3.2m	179.5m					
-3.2m	180.8m					
-3.1m	181.8m					
-3.1m	182.8m					
-3.1m	183.5m					
-3.1m	182.9m					
-3.1m	183.2m					
-3.1m	184.1m					
-3.1m	181.4m					
-3.1m	179.7m					
-3.1m	181.5m					
-3.1m	182.4m					
-3.1m	186.4m					
-3m	186.2m					
-3m	185.6m					
-3m	185.5m					
-3m	185.4m					
-3m	183.3m					
-3m	183.2m					
-3m	179.7m					
-3m	180.2m					
-3m	180.9m					
-3m	183.2m					
-2.9m	184.1m					
-2.9m	182.8m					
-2.9m	182.9m					
-2.9m	184.3m					
-2.9m	182.5m					
-2.9m	179.7m					
-2.9m	181.5m					
-2.9m	182.3m					
-2.9m	185.2m					
-2.9m	185.4m					
-2.9m	187.5m					
-2.8m	187.3m					
-2.8m	187m					
-2.8m	186.4m					
-2.8m	185.5m					
-2.8m	182m					
-2.8m	182.7m					
-2.8m	183.5m					
-2.8m	185.5m					
-2.8m	187.4m					
-2.7m	187.5m					
-2.7m	187.8m					
-2.8m	188.7m					
-2.8m	187.3m					
-2.7m	186m					
-2.7m	184.7m					
-2.7m	184.5m					
-2.7m	184.5m					
-2.7m	184.5m					
-2.7m	184.5m					
-2.7m	183.6m					
-2.6m	182.8m					
-2.6m	184m					
-2.6m	183m					
-2.6m	179.7m					
-2.6m	182m					
-2.6m	183.6m					
-2.6m	186.2m					
-2.6m	187.8m					
-2.5m	189.9m					
-2.5m	190.1m					
-2.5m	190.5m					
-2.5m	189.9m					
-2.5m	189.6m					
-2.5m	183.9m					
-2.5m	183.9m					
-2.5m	184.3m					
-2.5m	186m					
-2.5m	186.9m					
-2.5m	187.1m					
-2.4m	187.6m					
-2.5m	188.5m					
-2.4m	187.9m					
-2.4m	187.5m					
-2.4m	186.1m					
-2.4m	185.6m					
-2.5m	187.8m					
-2.4m	188.8m					
-2.3m	190.5m					
-2.3m	190.2m					
-2.4m	190.1m					
-2.3m	191.4m					
-2.3m	190.1m					
-2.3m	188m					
-2.3m	186.7m					
-2.3m	186.2m					
-2.3m	186.6m					
-2.3m	186.7m					
-2.3m	186.7m					
-2.3m	185.1m					
-2.3m	183.3m					
-2.3m	184m					
-2.2m	183.5m					
-2.2m	179.9m					
-2.2m	181.3m					
-2.2m	182.6m					
-2.2m	185.4m					
-2.2m	188.5m					
-2.2m	191.1m					
-2.2m	191.1m					
-2.1m	191.2m					
-2.2m	192.6m					
-2.1m	192.3m					
-2.1m	187.8m					
-2.1m	188m					
-2.1m	190.3m					
-2.1m	191.8m					
-2.1m	193.5m					
-2.1m	194.7m					
-2.1m	194.9m					
-2.1m	195.2m					
-2.1m	194.9m					
-2.1m	193.5m					
-2m	189.1m					
-2m	189.8m					
-2m	190.3m					
-2m	193.1m					
-2m	192.8m					
-2m	191.9m					
-2m	192m					
-1.9m	192.1m					
-1.9m	191.1m					
-1.9m	190.7m					
-1.9m	187m					
-1.9m	187.9m					
-1.9m	189.7m					
-1.9m	193m					
-1.9m	194.6m					
-1.9m	194.8m					
-1.9m	194.1m					
-1.9m	193.7m					
-1.8m	190.4m					
-1.9m	190m					
-1.9m	184.7m					
-1.8m	184.5m					
-1.8m	184.1m					
-1.8m	186.7m					
-1.8m	187.6m					
-1.7m	188.1m					
-1.8m	189.7m					
-1.7m	191.5m					
-1.7m	190.7m					
-1.7m	190.7m					
-1.7m	191.6m					
-1.7m	193.6m					
-1.7m	195.5m					
-1.7m	197.1m					
-1.7m	197.1m					
-1.7m	196.4m					
-1.7m	197.5m					
-1.7m	198.3m					
-1.6m	195.2m					
-1.6m	194.5m					
-1.6m	193.2m					
-1.6m	194m					
-1.6m	194.6m					
-1.6m	196.6m					
-1.6m	196m					
-1.6m	195.5m					
-1.6m	197m					
-1.6m	195.9m					
-1.5m	193.5m					
-1.5m	193.7m					
-1.5m	193.8m					
-1.5m	195.2m					
-1.5m	196.2m					
-1.5m	197.7m					
-1.5m	197.2m					
-1.5m	197.1m					
-1.5m	198.6m					
-1.5m	197.1m					
-1.4m	195.2m					
-1.4m	193m					
-1.4m	192.3m					
-1.4m	191.6m					
-1.4m	192.7m					
-1.3m	194m					
-1.4m	193.6m					
-1.4m	195.1m					
-1.4m	197.1m					
-1.4m	197.5m					
-1.4m	197.7m					
-1.3m	198.6m					
-1.3m	199.6m					
-1.3m	200.6m					
-1.3m	202.4m					
-1.3m	202.5m					
-1.3m	202.2m					
-1.3m	203.9m					
-1.3m	203.7m					
-1.2m	202.1m					
-1.3m	200.1m					
-1.2m	198.6m					
-1.3m	199.2m					
-1.2m	202m					
-1.2m	204.1m					
-1.2m	204.4m					
-1.2m	204.7m					
-1.2m	205.5m					
-1.2m	204.4m					
-1.2m	202.8m					
-1.2m	199.2m					
-1.1m	200.3m					
-1.1m	200.8m					
-1.1m	204.7m					
-1.1m	205.3m					
-1.1m	205.6m					
-1.1m	204.3m					
-1.1m	204.4m					
-1.1m	204.4m					
-1m	198.8m					
-1.1m	198m					
-1.1m	198.6m					
-1m	200.2m					
-983u	200.9m					
-1m	201.3m					
-989.5u	200.9m					
-999.4u	200.7m					
-979.7u	204.7m					
-976.4u	203.4m					
-969.8u	201.9m					
-953.4u	205m					
-950.2u	206.2m					
-923.9u	208.6m					
-920.7u	211.2m					
-910.8u	211.7m					
-907.5u	211.9m					
-887.9u	214.7m					
-864.9u	214.5m					
-868.2u	212.2m					
-868.2u	208.4m					
-861.6u	208.2m					
-851.8u	208.7m					
-868.2u	211.3m					
-802.6u	211.8m					
-832.1u	212.4m					
-812.4u	211.6m					
-786.2u	211.1m					
-786.2u	211m					
-763.2u	208.2m					
-766.5u	208.1m					
-750.1u	210.5m					
-740.3u	212.2m					
-730.4u	213.5m					
-727.1u	214.5m					
-697.6u	214.6m					
-727.1u	215.9m					
-664.8u	217.6m					
-704.2u	215.8m					
-707.5u	213.9m					
-684.5u	212.2m					
-658.3u	213.4m					
-632u	215.6m					
-668.1u	217.4m					
-622.2u	218.5m					
-628.8u	216.8m					
-599.2u	215.4m					
-592.7u	216.3m					
-582.8u	214m					
-576.3u	212.4m					
-559.9u	214.5m					
-553.3u	215.6m					
-546.8u	216.1m					
-527.1u	220.1m					
-533.6u	221.1m					
-504.1u	222.1m					
-504.1u	223.2m					
-517.2u	223.1m					
-491u	221.3m					
-494.3u	218.2m					
-441.8u	222.1m					
-477.9u	223m					
-441.8u	224.4m					
-445.1u	225.3m					
-428.7u	225.5m					
-415.6u	227.1m					
-409u	229.1m					
-392.6u	228.2m					
-382.8u	226m					
-372.9u	224.1m					
-366.4u	229.2m					
-356.5u	231.6m					
-350u	232.3m					
-327u	232.6m					
-323.7u	233.7m					
-323.7u	235.1m					
-307.3u	236m					
-307.3u	234.9m					
-284.4u	232.2m					
-271.3u	234.5m					
-258.1u	236.8m					
-264.7u	237.2m					
-245u	239.1m					
-241.7u	241.5m					
-231.9u	243.2m					
-218.8u	242.6m					
-212.2u	244.1m					
-192.5u	243.2m					
-192.5u	242.6m					
-172.9u	242.6m					
-172.9u	243.6m					
-163u	248.8m					
-156.5u	249.5m					
-130.2u	249.1m					
-127u	248.1m					
-120.4u	252.9m					
-107.3u	251.9m					
-100.7u	249.8m					
-90.9u	247.5m					
-87.6u	252.3m					
-64.6u	250.9m					
-54.8u	254.9m					
-48.2u	257.4m					
-35.1u	258.5m					
-28.6u	255.8m					
-18.7u	260.5m					
-8.9u	259.8m					
4.2u	256.7m					
959.5n	255.9m					
959.5n	262.4m					
4.2u	261.6m					
43.6u	265m					
53.4u	267.9m					
63.3u	266.3m					
69.8u	266.4m					
79.7u	269.9m					
89.5u	269.9m					
102.6u	264.4m					
109.2u	268.3m					
119u	269.7m					
135.4u	272.1m					
138.7u	276.9m					
155.1u	278.1m					
164.9u	279m					
168.2u	282.9m					
178.1u	282.5m					
187.9u	284.6m					
197.7u	280.6m					
214.1u	282.4m					
224u	285.7m					
230.5u	287.4m					
260.1u	288.7m					
240.4u	289.6m					
246.9u	288.2m					
263.3u	291.3m					
260.1u	288.5m					
286.3u	290.4m					
276.5u	288.1m					
315.8u	290.6m					
315.8u	294.2m					
328.9u	297.1m					
335.5u	300m					
355.2u	302.3m					
365u	304m					
368.3u	306.1m					
368.3u	307.4m					
394.5u	307.8m					
394.5u	305.2m					
417.5u	311.2m					
427.3u	311.2m					
437.2u	316.1m					
424u	316.7m					
453.6u	318.2m					
460.1u	317.9m					
486.4u	320.1m					
470u	318.3m					
499.5u	316.8m					
486.4u	315.6m					
506u	319m					
525.7u	319.3m					
525.7u	322.6m					
548.7u	324.3m					
555.2u	324.8m					
552u	327m					
571.6u	328.7m					
571.6u	327.5m					
581.5u	328.6m					
601.2u	331.3m					
611u	333.5m					
620.8u	338.6m					
627.4u	340.5m					
614.3u	343.5m					
666.7u	343.4m					
666.7u	348.4m					
670u	346.8m					
650.3u	347.6m					
686.4u	344.6m					
693u	350.2m					
709.4u	352.1m					
715.9u	352.6m					
729.1u	354m					
735.6u	352.6m					
748.7u	351.9m					
758.6u	355.1m					
765.1u	352.2m					
771.7u	350.7m					
781.5u	350.7m					
814.3u	352.6m					
830.7u	356m					
801.2u	358.1m					
820.9u	363.3m					
837.3u	362.7m					
857u	366.6m					
827.5u	369.1m					
906.2u	369.6m					
863.5u	366.1m					
899.6u	371.2m					
906.2u	369.3m					
899.6u	374.3m					
916u	374.6m					
922.6u	374.7m					
935.7u	370.8m					
945.5u	373.8m					
958.6u	370.4m					
961.9u	370.3m					
975u	365.4m					
968.5u	369.6m					
952.1u	369.9m					
1m	376.6m					
1m	375.5m					
1m	378.6m					
1m	378.3m					
1m	382m					
1m	381.5m					
1m	380.3m					
1.1m	377.7m					
1.1m	382.1m					
1.1m	382.7m					
1.1m	384.3m					
1.1m	384.5m					
1.1m	383.4m					
1.1m	382.1m					
1.2m	380.3m					
1.2m	378m					
1.2m	374m					
1.2m	373.8m					
1.2m	374.3m					
1.2m	375.4m					
1.2m	376.6m					
1.2m	380m					
1.2m	377.9m					
1.2m	380.3m					
1.3m	379.5m					
1.2m	379.5m					
1.2m	372.3m					
1.3m	377.7m					
1.3m	376.6m					
1.3m	378.8m					
1.3m	377m					
1.3m	379.2m					
1.3m	374.5m					
1.3m	376.1m					
1.3m	373.3m					
1.4m	369.4m					
1.4m	365.5m					
1.3m	369.1m					
1.4m	363.5m					
1.4m	368.5m					
1.4m	367.2m					
1.4m	367.8m					
1.4m	364.3m					
1.4m	365.4m					
1.4m	362.7m					
1.5m	359.1m					
1.4m	353.8m					
1.5m	356.3m					
1.5m	354.2m					
1.5m	355m					
1.5m	354.7m					
1.5m	351.6m					
1.5m	351m					
1.5m	352.5m					
1.6m	347.1m					
1.6m	343.3m					
1.6m	339.1m					
1.6m	339.4m					
1.6m	338.1m					
1.6m	337.5m					
1.6m	335.4m					
1.6m	332.3m					
1.6m	330.5m					
1.6m	329.1m					
1.6m	325.8m					
1.7m	318.5m					
1.7m	315.7m					
1.7m	312.3m					
1.7m	311.7m					
1.7m	310.8m					
1.7m	311.3m					
1.7m	309.3m					
1.7m	309.8m					
1.7m	312.8m					
1.8m	310.8m					
1.7m	309.8m					
1.8m	310.6m					
1.8m	311.8m					
1.8m	312.7m					
1.8m	314m					
1.9m	311.9m					
1.8m	310.5m					
1.8m	311.4m					
1.9m	308.5m					
1.8m	305.1m					
1.9m	299.3m					
1.8m	303.2m					
1.9m	298m					
1.9m	303.4m					
1.9m	297.7m					
1.9m	297.3m					
1.9m	292.8m					
1.9m	289.9m					
1.9m	286.1m					
2m	280.5m					
2m	276.3m					
2m	277.9m					
2m	274.9m					
2m	280.2m					
2m	279.4m					
1.9m	277.2m					
2m	278.4m					
2m	277.4m					
2.1m	275m					
2m	272.6m					
2m	267.2m					
2.1m	266.4m					
2.1m	266.3m					
2.1m	264.2m					
2.1m	262.6m					
2.1m	261.6m					
2.1m	257.1m					
2.1m	254.8m					
2.1m	252.3m					
2.1m	247.5m					
2.2m	243.7m					
2.2m	242.8m					
2.2m	244.2m					
2.2m	243.5m					
2.2m	241.7m					
2.2m	239m					
2.2m	238.3m					
2.2m	237.3m					
2.2m	233.2m					
2.2m	225.5m					
2.2m	225m					
2.3m	226m					
2.3m	227.2m					
2.3m	227.2m					
2.3m	227m					
2.3m	226.5m					
2.3m	228.7m					
2.4m	228m					
2.3m	227.5m					
2.3m	220.8m					
2.3m	221.6m					
2.4m	223.1m					
2.3m	224.9m					
2.3m	223.9m					
2.4m	222.2m					
2.4m	220.4m					
2.4m	223.1m					
2.4m	221.7m					
2.4m	219.3m					
2.4m	214.5m					
2.5m	214.8m					
2.5m	215.8m					
2.5m	219.4m					
2.5m	219.4m					
2.5m	219m					
2.5m	216.9m					
2.5m	217.1m					
2.5m	216.3m					
2.5m	212.8m					
2.5m	211.9m					
2.5m	211.3m					
2.6m	210.1m					
2.6m	210.3m					
2.6m	209.7m					
2.6m	207.4m					
2.6m	206.3m					
2.6m	205.5m					
2.6m	202.8m					
2.6m	200.7m					
2.6m	198.1m					
2.7m	200.7m					
2.7m	202.4m					
2.7m	205.5m					
2.7m	207.5m					
2.6m	208.1m					
2.7m	207.5m					
2.7m	207m					
2.7m	206.5m					
2.7m	202.5m					
2.7m	204.3m					
2.7m	205.1m					
2.7m	206.3m					
2.8m	206.4m					
2.8m	206.4m					
2.8m	203.2m					
2.8m	203.2m					
2.8m	203.9m					
2.8m	199.6m					
2.8m	198.8m					
2.8m	198.6m					
2.8m	199.2m					
2.9m	200.1m					
2.9m	201.6m					
2.8m	200.4m					
2.9m	199.5m					
2.9m	200.8m					
2.9m	200.3m					
3m	198.5m					
3m	198.2m					
2.9m	198m					
3m	197.8m					
2.9m	197.9m					
3m	198.1m					
3m	194.9m					
3m	194.4m					
3m	193.4m					
3m	191m					
3m	189m					
3m	188.2m					
3m	187.7m					
3m	190.2m					
3.1m	191.5m					
3m	194.2m					
3.1m	194m					
3.1m	194.7m					
3.1m	196.1m					
3.1m	195.1m					
3.1m	194.7m					
3.1m	194.7m					
3.1m	195.1m					
3.2m	195.8m					
3.1m	198m					
3.1m	198.4m					
3.2m	196.3m					
3.2m	196.4m					
3.2m	196.6m					
3.2m	192.3m					
3.2m	191.1m					
3.2m	190.3m					
3.2m	190.7m					
3.2m	191.1m					
3.3m	192.4m					
3.2m	192.3m					
3.3m	190.3m					
3.3m	191m					
3.3m	191.6m					
3.3m	189.2m					
3.3m	189.2m					
3.4m	190.3m					
3.3m	191.9m					
3.4m	193m					
3.4m	194.4m					
3.3m	193.9m					
3.4m	192.6m					
3.4m	192.8m					
3.4m	192.9m					
3.4m	188.2m					
3.4m	188.4m					
3.4m	188.9m					
3.4m	189.8m					
3.4m	190.3m					
3.4m	191.6m					
3.5m	190.8m					
3.5m	189.4m					
3.5m	189.1m					
3.5m	188.7m					
3.5m	184.6m					
3.5m	183.1m					
3.5m	184.5m					
3.5m	185.5m					
3.5m	186.8m					
3.6m	187.5m					
3.6m	187.5m					
3.6m	186m					
3.6m	185.9m					
3.6m	185.2m					
3.6m	183.1m					
3.6m	180.8m					
3.6m	182.7m					
3.7m	183.8m					
3.6m	187m					
3.7m	187m					
3.7m	187m					
3.7m	187.1m					
3.7m	187.2m					
3.7m	184.4m					
3.7m	183.9m					
3.7m	183.9m					
3.7m	185m					
3.7m	185.8m					
3.7m	187.2m					
3.8m	186.9m					
3.8m	185.6m					
3.8m	186m					
3.8m	186.9m					
3.8m	184.2m					
3.8m	182.4m					
3.8m	185.3m					
3.8m	186.3m					
3.8m	188.2m					
3.8m	188.8m					
3.8m	189.1m					
3.8m	188.6m					
3.8m	188m					
3.9m	186.8m					
3.9m	184.1m					
3.9m	179.5m					
3.9m	180.1m					
3.9m	180.4m					
3.9m	181.6m					
3.9m	181.5m					
4m	180.4m					
4m	181.1m					
4m	182.2m					
4m	180.2m					
4m	179.5m					
4m	179.8m					
4m	180.3m					
4m	183m					
4m	184.1m					
4.1m	185.4m					
4.1m	184.5m					
4m	184.3m					
4.1m	185.3m					
4.1m	184.4m					
4.1m	179.4m					
4.1m	180m					
4.1m	180.6m					
4.1m	182.9m					
4.1m	183.3m					
4.1m	183.5m					
4.1m	183.5m					
4.2m	183.7m					
4.2m	183m					
4.2m	182.4m					
4.2m	179.6m					
4.2m	179.1m					
4.2m	180.5m					
4.2m	181.4m					
4.3m	183.6m					
4.2m	182.6m					
4.3m	182m					
4.3m	182.3m					
4.2m	182.4m					
4.3m	178.7m					
4.2m	178.7m					
4.3m	179.1m					
4.3m	179.7m					
4.3m	181m					
4.3m	182m					
4.3m	182.5m					
4.3m	181.3m					
4.3m	180.7m					
4.4m	179.5m					
4.4m	178.1m					
4.4m	175.4m					
4.4m	176.2m					
4.4m	176.6m					
4.4m	178.6m					
4.4m	179.4m					
4.4m	178.4m					
4.4m	179.3m					
4.5m	180.6m					
4.5m	179m					
4.5m	176.9m					
4.5m	178.7m					
4.5m	179.1m					
4.5m	181.6m					
4.5m	182.4m					
4.5m	183.9m					
4.5m	183.8m					
4.5m	183.7m					
4.5m	182.4m					
4.5m	182m					
4.5m	177.2m					
4.6m	176.4m					
4.6m	177.1m					
4.6m	178.3m					
4.6m	179.4m					
4.6m	178.6m					
4.7m	177.8m					
4.6m	179.5m					
4.7m	179.4m					
4.7m	176.6m					
4.7m	176.5m					
4.7m	177.1m					
4.7m	179.1m					
4.7m	180.8m					
4.7m	181.6m					
4.7m	182.2m					
4.7m	180.2m					
4.7m	179.7m					
4.7m	179.1m					
4.8m	177.8m					
4.8m	173.7m					
4.8m	174.5m					
4.8m	175m					
4.8m	177.1m					
4.8m	178.4m					
4.8m	177.2m					
4.9m	177.6m					
4.8m	178.8m					
4.8m	177.4m					
4.9m	174m					
4.9m	174.9m					
4.9m	175.4m					
4.9m	177.6m					
4.9m	178.7m					
4.9m	180.6m					
4.9m	180.1m					
4.9m	179.3m					
5m	179m					
4.9m	178.5m					
5m	176.4m					
5m	175.6m					
5m	176.7m					
5m	177.4m					
5m	178.6m					
5m	178.5m					
5m	175m					
5m	176.6m					
5m	179.1m					
5m	179.4m					
5m	178.7m					
4.9m	178.9m					
4.9m	179.5m					
4.9m	176.7m					
4.9m	174.2m					
4.9m	175.6m					
4.9m	175.8m					
4.9m	178.5m					
4.8m	178.6m					
4.8m	178.1m					
4.9m	178.5m					
4.8m	179.3m					
4.9m	177.8m					
4.8m	176.7m					
4.8m	174.2m					
4.8m	174m					
4.8m	175.7m					
4.8m	176.2m					
4.8m	177.3m					
4.8m	176.9m					
4.8m	176m					
4.7m	177.4m					
4.7m	178.1m					
4.7m	174.6m					
4.7m	172.7m					
4.7m	176m					
4.7m	176m					
4.7m	179.7m					
4.6m	179.8m					
4.7m	179.9m					
4.7m	180.4m					
4.6m	180.6m					
4.7m	178.6m					
4.7m	178m					
4.6m	175.8m					
4.6m	176.5m					
4.6m	177.7m					
4.6m	178.8m					
4.6m	180.4m					
4.6m	178.8m					
4.6m	178.4m					
4.6m	179.1m					
4.5m	178.6m					
4.5m	174.1m					
4.5m	175.3m					
4.5m	176.8m					
4.5m	178.3m					
4.5m	179.9m					
4.5m	180.5m					
4.5m	180.8m					
4.5m	181.8m					
4.4m	181.1m					
4.4m	178.1m					
4.5m	178.1m					
4.4m	178.1m					
4.4m	179.7m					
4.4m	179.9m					
4.4m	179.9m					
4.4m	179.6m					
4.4m	178.5m					
4.3m	178.4m					
4.4m	177.8m					
4.4m	175m					
4.3m	172.8m					
4.3m	174.9m					
4.4m	176.4m					
4.3m	179.1m					
4.3m	179.5m					
4.3m	179.9m					
4.3m	180.5m					
4.3m	181m					
4.2m	179.1m					
4.2m	178m					
4.2m	177.8m					
4.2m	177.8m					
4.2m	181.2m					
4.2m	181.5m					
4.2m	182.2m					
4.2m	181.4m					
4.2m	181m					
4.2m	181.2m					
4.2m	181.1m					
4.2m	176.2m					
4.1m	176.8m					
4.1m	177.7m					
4.1m	179m					
4.1m	180.8m					
4.1m	180.9m					
4.1m	181.1m					
4.1m	182.4m					
4.1m	182m					
4.1m	179.9m					
4m	179.8m					
4m	179.7m					
4m	181.5m					
4m	182.3m					
4m	184.5m					
4m	184.2m					
4m	182.4m					
4m	182.3m					
4m	182.2m					
4m	177.6m					
4m	176.7m					
4m	177.4m					
3.9m	178.1m					
3.9m	179.8m					
3.9m	180.8m					
3.9m	181.5m					
3.9m	181.4m					
3.9m	181.4m					
3.9m	180m					
3.9m	179.5m					
3.8m	178.1m					
3.8m	178.8m					
3.8m	180.4m					
3.8m	182.1m					
3.8m	183.3m					
3.8m	183.2m					
3.8m	183.5m					
3.8m	184.3m					
3.8m	182.7m					
3.7m	179.6m					
3.7m	181m					
3.8m	181.6m					
3.7m	184.1m					
3.7m	184.4m					
3.7m	185m					
3.7m	184.6m					
3.7m	184m					
3.7m	183.2m					
3.7m	182.7m					
3.7m	178.4m					
3.6m	178.6m					
3.6m	180.7m					
3.6m	182.1m					
3.6m	183.9m					
3.6m	183.6m					
3.6m	183.8m					
3.6m	185.8m					
3.5m	184.7m					
3.6m	182.3m					
3.6m	181.7m					
3.6m	181.1m					
3.5m	182.9m					
3.5m	183.5m					
3.5m	184.3m					
3.5m	183.9m					
3.5m	182.2m					
3.5m	183.2m					
3.5m	184.1m					
3.5m	179.4m					
3.5m	179.1m					
3.4m	181.1m					
3.4m	181.7m					
3.4m	183.7m					
3.5m	184.5m					
3.4m	185.2m					
3.4m	186.3m					
3.4m	186.4m					
3.4m	186.3m					
3.3m	184.2m					
3.4m	182.6m					
3.4m	184.7m					
3.3m	184.9m					
3.3m	187.9m					
3.3m	187.9m					
3.3m	187.2m					
3.3m	188.3m					
3.3m	189m					
3.3m	185.2m					
3.3m	184.7m					
3.3m	184.1m					
3.3m	185.2m					
3.2m	185.8m					
3.2m	187.9m					
3.3m	187.9m					
3.2m	186.2m					
3.2m	186.4m					
3.2m	186.9m					
3.3m	184m					
3.2m	182.7m					
3.1m	184.1m					
3.1m	184.8m					
3.1m	186m					
3.1m	187.6m					
3.1m	188.2m					
3.1m	187.6m					
3.1m	187.3m					
3.1m	186.9m					
3.1m	185.4m					
3.1m	183.2m					
3.1m	184.7m					
3.1m	185.6m					
3.1m	188.6m					
3m	188.5m					
3m	188.5m					
3m	188.8m					
3m	188.9m					
3m	187.8m					
3m	187.3m					
3m	186.2m					
2.9m	186.6m					
3m	186.9m					
2.9m	189.2m					
2.9m	189.5m					
2.9m	189.8m					
2.9m	190.7m					
2.9m	191.3m					
2.9m	188.4m					
2.9m	188m					
2.9m	187.6m					
2.9m	189.1m					
2.8m	190m					
2.9m	191.6m					
2.8m	191.3m					
2.8m	190.5m					
2.8m	191.5m					
2.8m	192m					
2.8m	188.3m					
2.8m	187.7m					
2.8m	188.9m					
2.8m	189.6m					
2.7m	191m					
2.7m	191.6m					
2.7m	191.8m					
2.7m	191m					
2.7m	191.2m					
2.7m	191.6m					
2.7m	188.2m					
2.7m	186.8m					
2.7m	190.6m					
2.7m	191.5m					
2.7m	192.9m					
2.6m	194.5m					
2.6m	194.5m					
2.6m	193.6m					
2.6m	194.2m					
2.6m	194.2m					
2.6m	189.6m					
2.6m	190.6m					
2.6m	192.1m					
2.6m	193.3m					
2.6m	193.8m					
